Title,URL,Description,Skills Set
"Virtual Assistant / AI Automation Interest (Full-Time) / N8N, Zapier, Data Entry",https://www.upwork.com/jobs/~022014897816764533360,"Hey there! 👋

I'm looking for a dedicated and growth-minded Virtual Assistant to join me long-term. If you have interest in Digital Marketing and Automations in general, this gig could be the one you've been waiting for. 

You'll be helping with day-to-day data entry tasks of a lead generation agency that's ran by a one man team, all while learning and building automations through either N8N or Zapier.

PLEASE ONLY APPLY IF
- You can 100% commit up to 30 hours/week (Don't waste eachother's time if you cant)
- Can do data entry every day beginning of the day
- Able to start work anywhere from 4am PST - 10am PST

The gig will start at 20-30hours/week. While I understand many freelancers juggle multiple clients, I’m looking for someone who can fully commit to this role, starting small with daily tasks, and eventually growing to taking on more responsibilities. 

🔧 Initial Tasks & Responsibilities
You’ll be helping with a wide range of ongoing and one-off tasks, such as:

Data entry and admin organization

Learning, creating N8N/Zapier automations (I have a list of ones to start with)

Research, using ChatGPT, problem solving issues or ideas I bring to you

General support across small business and marketing tasks

The initial tasks are just for us to warm up, very practical/basic virtual assistant related tasks.

💡 Bonus Skills (Not Required but Great to Have)
If you have experience with any of the following, that’s a plus:

Facebook Ads or Google Ads (basic launch/setup—not full campaign management)

Zapier/N8N

Direct response marketing 

🌱 What This Could Grow Into
I’m not just looking for a task-taker—I’m looking for someone who is INTERESTED willing to learn new skills in the digital marketing space and have an opportunity to test those skills. I can provide you all the training you need, but mainly only want you to partake in something that interests you, some things would include..
- Ad Campaign Management
- Producing AI Creatives
- N8N/Automation workflows
- Social Media Management
- Funnel Optimizations

I'm looking for someone who is a problem solver, and is constantly on the lookout for a better way to do something. A strong desire to constantly learn and grow not only with your job, but as a person!

I want to get you to $3,000/month and beyond as quickly as possible. I'm committed to reviewing performance after the first 30 days and rewarding growth with pay increases and bonuses tied to goals. 

✅ To Apply
In your proposal, please include:

How many hours/week you can commit, and days

Your time zone and preferred working hours

A breakdown of your skills related to the list above

The word banana in your proposal because attention to detail is everything

And a little bit about why you're interested in digital marketing/making money online

Thanks so much for reading. I’m excited to build something great together!",
N8n bug fix,https://www.upwork.com/jobs/~022014897236018018719,"Overview
We are looking for an experienced n8n specialist who excels at diagnosing, debugging, and permanently resolving issues in complex, production-grade n8n workflows. The primary focus of this role is stabilizing mission-critical automations rather than greenfield workflow creation (although some new development may be required to replace fragile patterns).
You will work on live customer/production environments where reliability, performance, and error handling are business-critical.
Key Responsibilities

Rapidly reproduce and diagnose bugs in n8n workflows reported by users/monitoring systems
Debug complex failures involving:
Node-specific issues (HTTP Request, Code node, custom/community nodes, AI nodes, etc.)
Credential / OAuth / API rate-limit problems
Execution timeouts & memory issues in queue mode / worker setups
Webhook reliability (missing events, duplicate triggers, payload parsing errors)
Expressions / JavaScript errors in Code nodes & Set nodes
Scaling & concurrency problems in cloud/self-hosted environments
Version upgrade regressions (e.g., breaking changes between n8n 1.x releases)

Implement robust fixes while preserving original business logic
Refactor brittle parts of workflows (when needed) to prevent recurrence of the same class of bugs
Add proper error handling, retry logic, alerting & dead-letter queues
Write clear reproduction steps, root-cause explanations, and prevention notes for the team / client
Occasionally patch / fork community nodes when the bug lives inside them
Help maintain regression test workflows for frequently broken patterns
Participate in post-mortem / incident reviews for severe outages
(Secondary) Guide junior team members or clients on writing more debuggable & resilient workflows",
AI-Powered Data Extraction Bot Development with n8n and WhatsApp API,https://www.upwork.com/jobs/~022014855667266291183,"We are looking for an automation specialist to build a workflow that processes Argentine Salary Slips. Currently, our process is manual: we receive a photo of the salary slip, manually type the numbers into an Excel calculator, and get a result (Available Credit Limit).
We want to automate this using n8n and the Official WhatsApp Cloud API.

The Workflow:

Input: A user sends a photo (JPG/PDF) of a salary slip via WhatsApp. Note: The images are often photos taken with a phone, sometimes low quality, rotated, or slightly blurry.
Processing (The Core):

The workflow (n8n) receives the image via the WhatsApp Cloud API.
Sends it to an LLM with Vision capabilities (e.g., GPT-4o, Claude 3.5 Sonnet) to extract specific financial data fields.
Crucial: The system must accurately distinguish between ""Haberes"" (Income), ""Descuentos"" (Deductions), and specific codes unique to these payslips.
If the image is unreadable or key fields cannot be extracted, the bot must ask the user to send a clearer photo.


Calculation:

Apply financial logic to the extracted data.
Context: We currently use an Excel file with formulas. The logic is simple (3 formulas). You could translate this logic to a Code Node (Javascript/Python) in n8n for better performance.


Output: The bot replies via WhatsApp with the calculated ""Available Amount"" and a brief summary of the plan. The bot conversation must be in Spanish.


What we provide:

The Logic: An Excel file containing the formulas and fields to be extracted.
The Data: Examples of Salary Slips (Standard quality and Low quality/Edge cases).
The Line: We have a dedicated phone number ready to be registered on the Meta Business Manager (WhatsApp Cloud API).
The Platform: n8n Cloud instance already configured. You will receive access to build the workflow.


Requirements:

Proven experience with n8n (cloud).
Experience setting up the Official WhatsApp Cloud API (Meta Direct). Please do not propose unofficial QR-based wrappers like Waha or Baileys, we need stability.
Experience with AI Vision / OCR for unstructured document processing.
Ability to write clean Javascript/Python for the financial logic.


Scope & Timeline:

This is a build-only project. No ongoing support required.
Timeline is flexible - quality over speed.


To Apply:
Please answer the following:

Which AI Model/Service would you use to read ""blurry phone photos"" of documents? (e.g. GPT-4o, AWS Textract, Google Doc AI).
Have you configured the official WhatsApp Cloud API in n8n before?",
n8n / Make.com AI Automation Engineer to Build LLM-t (Chatbot + AI Agents + API/Webhooks),https://www.upwork.com/jobs/~022014854451814545823,"Hi! We’re looking for someone who can build a reliable AI automation system that helps us automatically classify/tag, enrich, and route inbound leads/messages using LLM integration (OpenAI/LLMs) inside a structured workflow.

This is not a basic “trigger → action” setup. We need a clean, scalable build with validation, error handling, and clear documentation.

What we want to automate

AI chatbot integration into automation workflows (simple chat intake or message processing via webhook)
Classification / tagging automation: use an LLM to label intent (sales/support/other), urgency, topic, and next step
AI-powered data extraction and enrichment via API integration (pull key fields, normalize data, optional automated enrichment)
Route to the right workflow and push clean data into our systems (CRM/database/spreadsheet)
Optional: light content automation (draft replies, summaries, internal notes) with guardrails
Tools / stack

Workflow orchestration: n8n or Make.com (Zapier ok if justified)
API-based AI integration using webhooks + REST APIs
Data processing layer can be Airtable / Notion / Google Sheets (open to your recommendation)
What success looks like

A production-ready AI workflow / AI pipeline that runs consistently
Clean logging + retries + safe fallbacks when the AI/API fails
Short handoff docs: “what triggers what,” and where the data lives (design and implement AI workflow pipeline with documentation)
To apply, please include

Which tool you prefer: n8n, Make.com, or Zapier
1–2 relevant examples (AI workflows, chatbots, AI agents, data extraction, classification)
Any experience with scalable AI workflows and debugging edge cases
Start your proposal with “AI-WORKFLOW” so I know you read this",
Full Stack Systems Engineer for Workflow Automation,https://www.upwork.com/jobs/~022014849150165734225,"Overview
We are hiring a Full Stack Systems Engineer to build dependable workflow automation and internal web tooling using an API first approach. This work is about engineered systems, not quick scripts. You will design integrations, routing logic, and monitoring friendly workflows that can run consistently at scale.

If you like building automation that is readable, testable, and maintainable, this will fit you well.

Responsibilities
Build full stack applications that power internal workflows
Implement backend orchestration for business logic, state, and data processing
Connect third party services through documented APIs and webhooks
Create internal interfaces for configuration, visibility, and operations control
Design event based flows that reduce manual work and handle edge cases
Improve security, logging, and reliability across the system

Engineering Approach
API first integrations over browser driven automation
Policy aligned implementations using documented capabilities
Stable architecture with clear ownership and future proof design
Emphasis on maintainability and low breakage workflows

Core Requirements
Proven full stack engineering experience
Backend skills in Node.js, Python, or similar
Frontend skills with React, Vue, or comparable frameworks
Strong grasp of REST, webhooks, authentication, and permissions
Experience with databases such as PostgreSQL, MySQL, or MongoDB
Solid understanding of security and production best practices

Nice to Have
Experience with workflow automation platforms such as n8n, Make, or Zapier
Cloud deployment experience on AWS, GCP, or Azure
Background building admin panels, internal tools, or SaaS style apps
Experience with monitoring, alerting, and operational logging

Engagement Details
Long term work preferred
We provide clear scope, priorities, and direction
High standards for clean code and thoughtful execution

Non Negotiables
Use only officially supported APIs or documented integrations
No scraping, credential sharing, or policy circumvention
No automating user behavior on third party platforms",
AI Automation / AI agent / Chatbot Engineer (n8n + Gorgias + Gemini via OpenRouter),https://www.upwork.com/jobs/~022015033308464829265,"We’re looking for an experienced AI / automation engineer to take over and further develop an existing production AI chatbot used in customer support.

Important context upfront:
We already have a working AI bot, custom-built for our support operations. Unfortunately, the original developer is no longer responsive. 

The system works, but iteration and learning have stalled, so we’re looking for someone who can understand the current setup, improve it, and take ownership going forward.

Current setup

• Customer support platform: Gorgias
• AI integration: Draft responses via Gorgias API
• Automation layer: Self-hosted n8n
• Hosting: DigitalOcean droplet
• LLM provider: Gemini (latest model) via OpenRouter
• Data sources:
• SQL database (historical outgoing support emails)
• Shopify data
• Internal structured support data

The AI currently:
• Generates draft replies inside Gorgias for human agents
• Performs database checks before responding
• Uses Shopify + internal data for contextual, order-aware replies

This is not a greenfield project and not a simple FAQ bot, it’s already live and used daily.

What’s not working well (yet)
• The learning loop is slow / appears to be stagnating
• The bot is intended to learn from:
• historical outgoing emails (stored in SQL)
• agent behavior
• That improvement pipeline exists conceptually, but isn’t delivering the expected results
• We were in the process of implementing agent feedback prompting, e.g.:
“No — rewrite this differently”
so the AI can adapt tone, structure, or reasoning over time

At the moment, that adaptive behavior is underdeveloped.

What we’re looking for

Ideally, you:
• Can analyze and improve an existing n8n-based AI architecture
• Are comfortable with:
• LLMs (Gemini, GPT, Claude, etc.)
• Prompt design & iteration
• Feedback loops and evaluation
• Understand when to use:
• prompt engineering
• RAG / vector databases
• structured memory vs fine-tuning
• Can reason about why an AI isn’t learning effectively
• Have opinions on:
• self-hosted n8n vs alternatives
• OpenRouter vs direct providers
• cost / latency / quality trade-offs

We’re very open to architectural recommendations, but we prefer to build on what exists unless there’s a strong, well-argued reason not to.

Bonus points if you:
• Have built customer support AI (Gorgias, Zendesk, Intercom, etc.)
• Have production experience with multi-LLM setups
• Care about cost efficiency and observability
• Can explain complex trade-offs clearly (no buzzword soup)

How to apply: 

To confirm you’ve actually read this:
1. Start your message with:
“AI chatbot legend”
2. Briefly describe 1–3 comparable projects
3. If possible, share:
• A live chatbot we can test
• Or a product / website where your AI is actively used

Links and demos are very welcome.

Practicalities
• Freelance / contract role
• Potential for long-term collaboration
• Direct access to:
• n8n workflows
• server & logs
• Gorgias setup
• We value ownership, clarity, and good reasoning over speed

Looking very much forward to your application!",
CRM Automation – Lead Management to Appointment Booking for Real Estate Agencies,https://www.upwork.com/jobs/~022015030250569749329,"About the project

We are building a high-growth French agency focused on automating lead management and appointment booking for local real estate agents and small agencies in France.

Our goal is simple:
help real estate teams book more appointments without hiring or adding complexity.

We are currently structuring a standardized, repeatable MVP that can be deployed quickly across multiple agencies. This is not a one-off project — we are building a long-term service meant to scale nationally.

What we are looking for

We are looking for a reliable automation & CRM specialist to help us build a clean and simple Lead → Appointment system, including:
- ""Centralized lead intake (website, portals, ads, manual entries)""
- ""Instant lead acknowledgment (SMS / email)""
- ""Simple CRM pipeline (New → Contacted → Appointment Booked)""
- ""Structured follow-up automation""
- ""Appointment booking integration""
The focus is on speed, reliability, and conversion, not complexity.

Who this project is for

This project is ideal for someone who:
- ""Enjoys building simple, business-driven systems""
- ""Understands that agents must actually use the system""
- ""Thinks in terms of results (appointments booked), not tools""
- ""Is comfortable working with tools like Make, Zapier, CRM platforms""

Why join us

We are a French-based agency with a clear vision: deploy a proven system for local real estate professionals across France.

The right partner will have the opportunity to:
- ""Work on a repeatable, scalable service""
- ""Be part of a long-term collaboration""
- ""Grow with the agency as we expand nationally""

If this sounds aligned with how you think and work, we’d love to hear from you.",
"Full-Stack Developer - Lead Generation, Automation & Attribution",https://www.upwork.com/jobs/~022014954573959791421,"About the Role
We’re a growing lead generation company looking for a skilled, self-directed developer who can own our entire technical stack. This is not a task-by-task role - we need someone who can take ownership, solve problems independently, and ship work without being chased.
What You’ll Be Doing
∙ Designing and building high-converting lead generation websites (landing pages, multi-step forms, thank you pages)
∙ Implementing and managing automation workflows (n8n, Make/Integromat, Zapier)
∙ Integrating forms and lead flows with CRMs and dialers
∙ Setting up and maintaining attribution/tracking systems (pixels, UTM parameters, conversion APIs, call tracking)
∙ Managing hosting, domains, DNS, and site performance
∙ Building dashboards and reports to track lead quality and conversion metrics
∙ Troubleshooting and fixing issues quickly when they arise
Required Skills
Web Development:
∙ Webflow (required)
∙ HTML, CSS, JavaScript
∙ Mobile-responsive, fast-loading design
∙ Form builders and lead capture optimization
Infrastructure:
∙ AWS (EC2, S3, Lambda, or similar services)
∙ Hosting environments, DNS management
∙ Database basics (MySQL, data exports/imports)
∙ Version control (Git)
Automation & Integrations:
∙ n8n (required)
∙ API integrations (REST, webhooks)
∙ CRM integrations (GHL, Salesforce, or similar)
∙ Twilio (SMS, voice, messaging APIs)
∙ VICIdial configuration and management
Attribution & Tracking:
∙ Google Analytics / GA4
∙ Facebook/Meta Pixel, Google Ads conversion tracking
∙ Server-side tracking and conversion APIs
∙ Call tracking platforms (CallRail, Ringba, or similar)
∙ UTM management and lead source attribution
AI & Chatbot Integrations:
∙ Retell AI
∙ ChatBotBuilder
∙ AI tool integrations and workflow automation
∙ Conversational AI for lead qualification
What We’re Looking For
∙ Self-starter: You don’t wait to be told what to do. You see problems and fix them.
∙ Responsive: Same-day communication is non-negotiable. We move fast.
∙ Lead gen experience: You understand that the goal is conversions, not just pretty websites.
∙ Reliable: You hit deadlines and don’t disappear.
∙ Clear communicator: You can explain technical concepts simply and keep us updated on progress.
Project Scope
Immediate priorities:
∙ Redesign and optimize existing lead generation websites
∙ Audit and improve current automation workflows
∙ Implement proper attribution tracking across all lead sources
∙ Ensure all systems are documented and accessible
Ongoing work available for the right person.
To Apply
Send us:
1. 2-3 examples of lead generation sites you’ve built
2. Brief explanation of an automation workflow you’ve created
3. Your experience with attribution/tracking setup
4. Your availability and hourly rate
We’re not looking for a generalist agency or someone who outsources the work. We want one capable person who can own this.",
AI Automation,https://www.upwork.com/jobs/~022014952924590920529,,
AI Automation & Workflow Specialist (Make.com / H^n8n^H),https://www.upwork.com/jobs/~022014932044077301465,,
